,emotion_label,emotion_text
16119,sadness,When I learnt that a boy I liked had been a with girl three for . years
16120,disgust,When a very dirty class-mate farted in my  presence.  There was a  terrible smell.
16121,disgust,When a very muddied class - spouse farted in my presence . There equal a terrible flavor .
16122,disgust,When a very dirty course of instruction - mate break wind in my presence . There be a terrible flavour .
16123,disgust,A when very dirty class - mate farted in my . presence was There a terrible smell .
16124,shame,When I realized that I had a hole in my trousers after having gone  for a walk.
16125,shame,When I realise that One had a hole in my trouser after having gone for a walk .
16126,shame,When Iodine realize that I had a hole in my trousers after having pop off for a walk .
16127,shame,I when that realized I had a my hole in trousers after having gone a for walk .
16128,guilt,When I had an argument with my grandfather the day my younger  brother was born.
16129,guilt,When I had an argument with my grandfather the solar day my younger blood brother be born .
16130,guilt,When I had an argument with my gramps the 24 hour interval my younger brother exist born .
16131,guilt,When I had an argument with my the grandfather day my younger was brother born .
16132,joy,"When I saw my 16 year old sister at home after having waited for  her all night, not knowing where she was."
16133,joy,"When I saw my 16 yr honest to goodness baby at home after having waited for her all dark , not know where she was ."
16134,joy,"When I check my sixteen year old sister at home after have waited for her all night , non know where she was ."
16135,joy,"When saw I 16 year my old sister at home after waited having for night her all , not knowing where she . was"
16136,fear,While I was waiting for them to give me the marks of the most  difficult subject this year.
16137,fear,While I was waiting for them to break me the mark of the most hard matter this year .
16138,fear,While I be look for them to give pine tree state the marks of the most unmanageable subject this year .
16139,fear,While I waiting for was to them give me the marks of the difficult most subject year this .
16140,anger,"I had an argument with my mother because I criticized the rules  she imposes at home, which are too rigid and arbitrary for me."
16141,anger,"I had an argumentation with my female parent because Iodine criticized the rules she imposes at home , which are too fixed and arbitrary for me ."
16142,anger,"I had an argument with my mother because One criticized the rules she levy at home , which be too rigid and arbitrary for me ."
16143,anger,"Had I an argument my with mother because I criticized rules the she at imposes home which , too rigid are and arbitrary for me ."
16144,sadness,When I learned that a friend of mine had not been speaking to her  boyfriend for a week after an argument because of unfounded  jealousy.
16145,sadness,When I learned that a friend of mine had non been speaking to her fellow for a week after an argument because of unfounded jealousy .
16146,sadness,When I learned that a friend of mine take not be speaking to her fellow for a week after an argument because of baseless jealousy .
16147,sadness,When I learned that friend a of had been mine not speaking to her boyfriend for a after week because an argument of unfounded jealousy .
16148,disgust,On seeing a scene of an accident in a magazine.
16149,disgust,On check a scene of an accident in a clip .
16150,disgust,On seeing a scene of an accident in a powder store .
16151,disgust,Seeing on a scene an of in accident a magazine .
16152,shame,A few days back I had to ask a professor a ridiculous question  because I had lost at a game of cards and had to pay a forfeit.
16153,shame,A few days back One throw to ask a prof a ridiculous doubtfulness because 1 had lost at a plot of cards and had to pay a forfeit .
16154,shame,A few days backward I had to ask a prof a pathetic question because 1 had lose at a game of cards and had to make up a forfeit .
16155,shame,Few days a back had I to ask a a professor ridiculous question because I had lost a at game and of cards had to pay forfeit a .
16156,guilt,When I shouted at my mother when she was nervous and depressed.
16157,guilt,When Single shouted at my mother when she was nervous and depressed .
16158,guilt,When I shouted at my mother when she was anxious and depressed .
16159,guilt,I when shouted at my mother when she was depressed nervous and .
16160,joy,After several days delay in my girlfriend's menstration I was  very glad to see that the pregnancy test was negative.
16161,joy,After several days delay in my girlfriend ' s menstration I equal real glad to see that the gestation psychometric test was negative .
16162,joy,After several days delay in my girl ' s menstration I was very glad to consider that the gestation test was negative .
16163,joy,Several after delay days in my girlfriend s ' menstration I was very glad to see the that test pregnancy negative was .
16164,fear,"When I saw a TV program on the North American military plan  called ""The startwar""."
16165,fear,"When Atomic number 53 saw a TV broadcast on the North American military program called "" The startwar "" ."
16166,fear,"When I saw a television receiver program on the North American military design call "" The startwar "" ."
16167,fear,"When I a saw TV program the on North American military plan called The "" startwar "" ."
16168,anger,I felt angry when I saw on T.V the last slaughter of negroes in  South Africa.
16169,anger,I felt angry when Iodine saw on T . V the final whipping of negroes in Due south Africa .
16170,anger,I felt wild when Ace saw on T . V the last slaughter of negroes in South Africa .
16171,anger,Felt I angry I when on saw T . V last the slaughter of negroes South in Africa .
16172,sadness,When I saw the pictures of the draught in Etiopia.
16173,sadness,When I saw the video of the gulp in Etiopia .
16174,sadness,When I saw the pictures of the draft in Etiopia .
16175,sadness,When I saw pictures the of the draught in Etiopia .
16176,disgust,Whenever I see an alcoholic.
16177,disgust,Whenever Ace see an alcoholic .
16178,disgust,Whenever I consider an alcoholic .
16179,disgust,Whenever I see alcoholic an .
16180,shame,"On New Year's Eve, when I went to the house of my girlfriend's  parents to meet them."
16181,shame,"On New Year ' s Eventide , when 1 lead to the house of my girlfriend ' s parents to get together them ."
16182,shame,"On New Class ' s Eve , when I went to the home of my lady friend ' s parents to meet them ."
16183,shame,"New on Year ' s Eve , I when to went the house of my ' girlfriend s parents to . meet them"
16184,guilt,When I failed an exam for which I knew that I had not studied  hard enough.
16185,guilt,When I fail an test for which I experience that I had not examine hard enough .
16186,guilt,When I failed an examination for which I have it off that I sustain not study hard enough .
16187,guilt,I when failed an for exam which I that knew I had studied not enough hard .
16188,joy,The day the Real Madrid team of basket ball qualified for the  final at Athens.
16189,joy,The mean solar day the Real number Madrid team of basketball hoop ball qualified for the final at Athens .
16190,joy,The day the Real Spanish capital team of basket ball qualify for the terminal at Athens .
16191,joy,The day Real Madrid the team of basket ball qualified for the final at Athens .
16192,fear,The last time I was face to face with with the monstrous dog  which lives in my street.
16193,fear,The lowest sentence Single was face to face with with the monstrous dog which live in my street .
16194,fear,The last metre I was face to fount with with the flagitious detent which lives in my street .
16195,fear,The last time I was face face to with with monstrous the which dog lives my in street .
16196,anger,"During a trivial (friendly) discussion, one of the participants  made an intervention which made me feel uncomfortable."
16197,anger,"During a picayune ( well disposed ) discourse , one of the player made an intervention which made me feel uncomfortable ."
16198,anger,"During a piffling ( friendly ) discussion , 1 of the participant made an intercession which clear me feel uncomfortable ."
16199,anger,"During trivial a friendly ( ) discussion , one the of participants an made intervention made which feel me uncomfortable ."
16200,sadness,When I heard the last regulation of the socialist govrenment  concerning pensions.
16201,sadness,When 1 heard the last regularization of the socialist govrenment concerning pension .
16202,sadness,When I heard the last regularisation of the socialistic govrenment concerning pension .
16203,sadness,I when the heard last regulation of the socialist govrenment pensions concerning .
16204,disgust,When I got to know the details if the famine in East Africa.
16205,disgust,When I got to know the details if the famine in E Africa .
16206,disgust,When I come to know the details if the famine in Eastern united states Africa .
16207,disgust,When I got to know details the if famine the in East Africa .
16208,shame,"The last time I had to phone the Registry, after having called  them so many times in the last few days."
16209,shame,"The lowest time One had to phone the Registry , after having called them so many times in the lowest few daytime ."
16210,shame,"The last prison term I had to phone the Registry , after have called them so many times in the final few days ."
16211,shame,"The last I time had phone to the Registry after , called them having so many times the in last few days ."
16212,guilt,"During an argument with my brother, I behaved rather  intransigently, even cruelly, wishing to morally hurt the ""person""  opposed to me."
16213,guilt,"During an debate with my pal , I do rather intransigently , yet cruelly , wishing to virtuously hurt the "" person "" fight back to me ."
16214,guilt,"During an tilt with my brother , 1 conduct rather intransigently , even cruelly , wish to morally pain the "" soul "" opposed to me ."
16215,guilt,"An with during argument brother my , I behaved rather intransigently , even cruelly , morally wishing hurt to the person "" "" opposed to me ."
16216,joy,When I passed an important exam.
16217,joy,When Ane passed an important exam .
16218,joy,When I passed an authoritative exam .
16219,joy,When I an important passed exam .
16220,fear,"In a rather important exam, when they caught me red handed  copying."
16221,fear,"In a rather important test , when they caught pine tree state red handed copying ."
16222,fear,"In a rather significant exam , when they caught me violent give copying ."
16223,fear,"In a rather important exam , caught when they me red handed copying ."
16224,anger,"When my father addressed me directly and maliciously, thus  including me in the ""family war""."
16225,anger,"When my father addressed me directly and maliciously , so including maine in the "" folk war "" ."
16226,anger,"When my father plow me directly and maliciously , so including maine in the "" family war "" ."
16227,anger,"When my father me addressed directly and thus maliciously , me in including the "" family war "" ."
16228,sadness,When my parents got divorced.
16229,sadness,When my parents got disunite .
16230,sadness,When my parents get divorced .
16231,sadness,When my got parents divorced .
16232,disgust,"When I was a child, one day while playing, I fell up to my waist  in mud."
16233,disgust,"When One embody a child , one daylight while playing , I fall upwards to my waist in mud ."
16234,disgust,"When I was a child , ane day while play , Ane fall up to my waist in clay ."
16235,disgust,"When was I a child , playing one day while , fell up I to my waist in mud ."
16236,shame,When I was dismissed from a job after having been accused of theft.
16237,shame,When I personify dismissed from a job after having constitute charge of larceny .
16238,shame,When Iodin be dismissed from a job after having embody accused of larceny .
16239,shame,I when was from a dismissed after job having been accused of theft .
16240,guilt,"When I was with a girl who seemed to love me, while I was with  her just to go to bed with her."
16241,guilt,"When I was with a girl who seemed to love me , while I was with her barely to function to seam with her ."
16242,guilt,"When I was with a girl who appear to love maine , while 1 was with her just to go to bed with her ."
16243,guilt,"When I was a with girl seemed who love to me , while was I with her just to to go bed with her ."
16244,joy,When I passed an exam which I had failed last year.
16245,joy,When Atomic number 53 passed an exam which I have betray last year .
16246,joy,When I passed an exam which I had fail last twelvemonth .
16247,joy,When passed I an exam which I had last year failed .
16248,fear,When I go out alone at night.
16249,fear,When Ace go out entirely at night .
16250,fear,When 1 go proscribed alone at night .
16251,fear,When go I out at alone night .
16252,anger,A murder.
16253,anger,A slaying .
16254,anger,A execution .
16255,anger,Murder a .
16256,sadness,When I failed two subjects last year.
16257,sadness,When I failed ii discipline last year .
16258,sadness,When I miscarry 2 subjects last year .
16259,sadness,When I failed two last subjects . year
16260,disgust,When I see people who have no sentiments.
16261,disgust,When Atomic number 53 see people who experience no sentiments .
16262,disgust,When I ascertain citizenry who have no sentiments .
16263,disgust,When people I see who have no sentiments .
16264,shame,"I think that I am rather shy and do not mix with people as I  would have liked to, out of shyness."
16265,shame,"Iodin think that I am rather shy and come non amalgamate with people as I would have wish to , out of shyness ."
16266,shame,"I think that One live rather shy and do not mix with people as I would have liked to , out of shyness ."
16267,shame,"I think that am I rather and shy do not mix with people as I liked have would to , of out . shyness"
16268,guilt,When I triffled with other people.
16269,guilt,When Ane triffled with other people .
16270,guilt,When I triffled with other people .
16271,guilt,I when triffled with people other .
16272,joy,When I was told that I could take a week off and go for a trip  with my friends.
16273,joy,When I was told that I could take a week forth and extend for a trip with my acquaintance .
16274,joy,When Iodin be told that 1 could study a week off and go for a trip with my friends .
16275,joy,When I was told that I could take a off week go and for a trip my friends with .
16276,fear,Every time I went home with my school report.
16277,fear,Every time Atomic number 53 went menage with my school paper .
16278,fear,Every time I went home plate with my school story .
16279,fear,Every time I went home with school my report .
16280,anger,"During an argument between friends, one of them accused me of  taking advantage of some other friends who usually come to the  university in my car, saying that I ask them too much money for  the petrol."
16281,anger,"During an contention between friends , matchless of them accused me of taking advantage of some other friends world health organization normally arrive to the university in my car , saying that I ask them too much money for the gas ."
16282,anger,"During an arguing between friends , one of them accused me of make advantage of some other friends who usually come to the university in my car , saying that I ask them likewise much money for the gas ."
16283,anger,"An argument during between friends , one of them me accused of taking advantage of some other friends who to usually come university the in my car , saying that ask I them too for much money petrol the ."
16284,sadness,When I learned that two of my friends had had a serious car accident.
16285,sadness,When I learn that two of my friends had had a serious motorcar fortuity .
16286,sadness,When I larn that two of my friends had had a serious car stroke .
16287,sadness,I when learned that two my friends of had a had serious car accident .
16288,disgust,A young man was insulting and humiliating a drunken man.
16289,disgust,A new homo be insulting and humiliating a drunken man .
16290,disgust,A young military man was contemptuous and humiliating a drunken man .
16291,disgust,A young man insulting was and a humiliating man drunken .
16292,shame,My aunt phoned me to ask me why I had refused the her invitation  to dinner at her home on the New Year's Eve.
16293,shame,My aunt phoned me to ask me why Ace have resist the her invitation to dinner at her abode on the New Year ' s Eve .
16294,shame,My aunt phone me to ask me why I have refused the her invitation to dinner at her house on the New Year ' s Evening .
16295,shame,My phoned aunt me to me I ask why had the refused her invitation to at dinner her on home New the Year ' s Eve .
16296,guilt,"I was with a girl one night and then did not call her again,  although she had asked me to do so."
16297,guilt,"I live with a miss one night and so did non call her again , although she accept asked me to do so ."
16298,guilt,"Unity was with a little girl one and only night and and so did non call her again , although she had asked me to do indeed ."
16299,guilt,"Was I a with one girl night and then did not her call again , although she asked had me to do so ."
16300,joy,When I saw that I had passed an exam.  It was the last chance and  there was a lot at stake.
16301,joy,When Iodin saw that I ingest pass an exam . It was the last chance and at that place was a lot at stake .
16302,joy,When I saw that Ace had passed an exam . It was the net chance and thither follow a mountain at stake .
16303,joy,I when saw I that had passed exam an . It was last the chance there and was a at lot stake .
16304,fear,"On a trip to Santander we wanted to stop at a curve because a  friend was sick, and the car skidded of the gravel."
16305,fear,"On a trip to Santander we wanted to stop at a curve because a friend equal unhinged , and the car slew of the gravel ."
16306,fear,"On a trip to Santander we want to stop at a curve ball because a friend be sick , and the car slue of the gravel ."
16307,fear,"Trip on a Santander to wanted we to stop at a because curve friend a was sick and , the car skidded of the gravel ."
16308,anger,My cousins were playing at home and one of them broke a decorative  object which was very precious to me.
16309,anger,My cousin be wager at home and 1 of them broke a decorative object which be very precious to me .
16310,anger,My cousins cost playing at home and one of them wear a decorative target which was very valued to me .
16311,anger,My were cousins playing at home of and one broke them a object decorative which was precious very to me .
16312,sadness,All my friends arranged to go for an afternoon snack and they did  not tell me.  They told me that they did not have my phone number  but I do not think that this was true.
16313,sadness,All my champion fix up to drop dead for an afternoon snack and they did non distinguish me . They tell me that they did not have my speech sound turn but I do not think that this was true .
16314,sadness,All my friends arranged to fail for an afternoon bite and they did not tell maine . They assure maine that they did not have got my phone number only I do not think that this was true .
16315,sadness,All my arranged friends to go for an afternoon snack and they not did me tell . told me They that they did not have my number phone but do I think not this that true was .
16316,disgust,When I saw a film where a black was rapeing a girl while another one was  filming it for a pornographic movie.
16317,disgust,When I saw a film where a black was despoil a girl while another 1 exist film information technology for a pornographic movie .
16318,disgust,When One saw a film where a pitch black personify rapeing a girl while another unity was filming it for a adult movie .
16319,disgust,I when a where saw film a black was rapeing a girl while one another filming was it for a pornographic movie .
16320,shame,I was swimming in the sea and a wave took the top part of my  bikini away.
16321,shame,I follow swimming in the sea and a undulation took the top part of my two piece off .
16322,shame,One equal swimming in the sea and a wave took the top voice of my bikini away .
16323,shame,Was I in swimming sea and the a wave took the top part of my bikini . away
16324,guilt,I was looking after a child and she fell down because I was not  paying her much attention.  One side of her face got bruised.
16325,guilt,Iodin was look after a child and she fall down because I be not paying her much attention . I side of her face got bruised .
16326,guilt,I be looking after a child and she fall downward because I was non paying her much attention . Unrivaled side of her face bring forth bruise .
16327,guilt,Was I looking child after a and she fell down because was I not paying her much . attention One side of got face her bruised .
16328,joy,"When I pass exams, or when a close friend of mine recovered  from an illness,etc."
16329,joy,"When I pass exams , operating theatre when a tight booster of mine recovered from an illness , etc ."
16330,joy,"When I blow over exams , operating theatre when a cheeseparing friend of mine recover from an illness , etc ."
16331,joy,"When I pass exams , friend or when a close mine of recovered from an illness , etc ."
16332,fear,"Fights that I see in the middle of the street, robberies, fear of  darkness when going home."
16333,fear,"Fights that I see to it in the centre of the street , robbery , veneration of dark when going home ."
16334,fear,"Fights that Single check in the midsection of the street , robberies , fright of darkness when going home ."
16335,fear,"Fights that see I the in middle of street the , robberies , of fear when going darkness home ."
16336,anger,"During a family discussion on my future and my prospects as a  student, they accused me of not bothering about looking for a job to  assume my financial situation."
16337,anger,"During a family discussion on my future tense and my prospect as a scholar , they accused maine of not annoy about looking for a job to assume my financial situation ."
16338,anger,"During a family discussion on my future and my prospects as a student , they accused maine of non get at astir search for a job to assume my financial situation ."
16339,anger,"During family discussion a on future my my and as prospects , a student they accused me of not bothering about a looking for job to assume my financial situation ."
16340,sadness,[ Depressions.]
16341,sadness,[ Depression . ]
16342,sadness,[ Depression . ]
16343,sadness,[ . Depressions ]
16344,disgust,"Some people whom I do not like at all, and one of the reasons is  their physical appearance."
16345,disgust,"Some citizenry whom I do non wish at all , and one of the reason is their strong arm appearance ."
16346,disgust,"Some people whom 1 do non like at all , and one of the reason is their strong arm appearance ."
16347,disgust,"Some whom people I do like not at , all and one of the reasons is their appearance physical ."
16348,shame,"For example, to feel bad because of one's attire, to be among  people who do not belong to the same social class, to give a  wrong answer in class, to be surprised in particular situations."
16349,shame,"For example , to feel bad because of 1 ' s attire , to be among people who do non belong to to the like societal class , to give a haywire answer in category , to be surprised in picky state of affairs ."
16350,shame,"For example , to feel bad because of one ' s garb , to be among people world health organization serve non belong to the same social course , to give a wrong answer in class , to embody surprised in particular situations ."
16351,shame,"For example to , bad feel because one of ' s attire , to among be people who do not belong to the same social class , to give a wrong answer in class , surprised to be in particular situations ."
16352,guilt,Some of my friends had an argument.  I had earlier phoned one  of them and that may have influenced him to argue.
16353,guilt,Some of my friends had an argument . I have earlier telephone unity of them and that crataegus laevigata have influenced him to argue .
16354,guilt,Some of my friends had an debate . I had earlier telephone one of them and that english hawthorn have influence him to argue .
16355,guilt,Of some my had friends an argument . had I earlier phoned of one them and may that have influenced him . to argue
16356,joy,When I met a very close friend of mine after one year of  separation.
16357,joy,When I met a very close supporter of mine after 1 year of interval .
16358,joy,When Ace met a very confining friend of mine after 1 year of separation .
16359,joy,When met I very a friend close of after mine one year of separation .
16360,fear,There was an earthquake for several minutes and I was on the  eight floor.
16361,fear,There be an earthquake for several minutes and 1 was on the viii floor .
16362,fear,There was an temblor for several minutes and I be on the eight story .
16363,fear,There was an earthquake for several and minutes I was the eight on . floor
16364,anger,An argument among several friends because of the irrational  behavior of one of them who fell out with us for no reason and  said that we were to blame.
16365,anger,An statement among several supporter because of the irrational behaviour of one of them who fall out with u.s.a. for no ground and said that we comprise to blame .
16366,anger,An argument among several supporter because of the irrational demeanour of one of them who fell out with us for no rationality and enjoin that we were to blame .
16367,anger,Among an argument friends several because of irrational behavior the of one of them fell who out us with for no and said reason that we were to blame .
16368,sadness,"A class-mate died after being two months in coma, after a car  accident."
16369,sadness,"A family - paraguay tea died after be two months in coma , after a car fortuity ."
16370,sadness,"A grade - mate die after being two months in coma , after a car stroke ."
16371,sadness,"- a class died mate being after two in months coma , after a car accident ."
16372,disgust,Pictures of Nazi extermination camps on a T.V program.
16373,disgust,Pictures of Nazi extermination inner circle on a T . Atomic number 23 program .
16374,disgust,Photo of German nazi extermination camps on a T . Quintet program .
16375,disgust,Pictures of Nazi extermination camps a on T . V program .
16376,shame,Equivocal situation when filling a security questionnaire on  entering a government building with several people there.
16377,shame,Equivocal situation when filling a security questionnaire on enter a political science building with several hoi polloi there .
16378,shame,Equivocal billet when fill up a protection questionnaire on entering a government building with several citizenry there .
16379,shame,Equivocal situation filling when security a questionnaire on a entering building government with several people . there
16380,guilt,I left a boy with whom I was going around without giving him any  explanations.
16381,guilt,I left a male child with whom I follow going around without giving him any explanation .
16382,guilt,Atomic number 53 leave a boy with whom I was going around without giving him any explanations .
16383,guilt,I left a boy with whom I was around giving going without him any . explanations
16384,joy,When my sister was born.
16385,joy,When my sister cost born .
16386,joy,When my sister was born .
16387,joy,When my was sister born .
16388,fear,When they tried to rob me.
16389,fear,When they tried to soak me .
16390,fear,When they tried to rob pine tree state .
16391,fear,They when tried to rob . me
16392,anger,When I failed an exam unfairly.
16393,anger,When I flush it an exam unfairly .
16394,anger,When One failed an exam unfairly .
16395,anger,When I failed an exam unfairly .
16396,sadness,When my grandmother died.
16397,sadness,When my grannie died .
16398,sadness,When my grandmother died .
16399,sadness,When grandmother my died .
16400,disgust,When I see dead dogs on the road.
16401,disgust,When I construe deadened dogs on the road .
16402,disgust,When I see deadened wiener on the road .
16403,disgust,When I dead see dogs on road the .
16404,shame,When I went to see the doctor and had to take my clothes off so  that he could examine me.
16405,shame,When I run to see the dr. and get to take my apparel off so that he could examine me .
16406,shame,When Iodin went to check the doctor and bear to take my clothes off so that he could canvas me .
16407,shame,I when went to see the doctor and to had my take clothes off so he that could examine me .
16408,guilt,When my parents quarelled over something I had done and which was  wrong.
16409,guilt,When my parent quarelled all over something Ane had done and which was wrong .
16410,guilt,When my parent quarelled complete something I had done and which was faulty .
16411,guilt,When my quarelled parents had over something I done and which was wrong .
16412,joy,When my little sister was born.
16413,joy,When my little babe was carry .
16414,joy,When my small sister represent born .
16415,joy,My little when sister was born .
16416,fear,"When I was attending an authorized demonstrationand the police  rushed brutally at the demonstrators, without any warning."
16417,fear,"When One be attending an authorized demonstrationand the police look sharp brutally at the demonstrator , without any warning ."
16418,fear,"When I represent take care an authorised demonstrationand the police rushed viciously at the protester , without any warning ."
16419,fear,"When I was authorized attending an demonstrationand police the brutally rushed the at demonstrators , without any warning ."
16420,anger,"When a professor of this faculty laughed at, and was suspicious of  a composition written by a class-mate and me."
16421,anger,"When a professor of this faculty express joy at , and constitute suspicious of a piece write by a class - mate and maine ."
16422,anger,"When a professor of this module laughed at , and make up suspicious of a physical composition written by a class - teammate and me ."
16423,anger,"When a of professor this laughed faculty at , and was suspicious a of composition written a class by - mate and me ."
16424,sadness,"The death of a relative, friend, or someone I esteem."
16425,sadness,"The expiry of a relative , friend , or someone I think of ."
16426,sadness,"The death of a relative , friend , or person Iodine esteem ."
16427,sadness,"The death of relative a , friend , or someone I esteem ."
16428,disgust,When I saw a very disagreable scene.
16429,disgust,When I find a very disagreable scene .
16430,disgust,When Iodin saw a very disagreable shot .
16431,disgust,I when saw a disagreable very scene .
16432,shame,When I had to represent my boss at a meeting.
16433,shame,When I have to present my political boss at a meeting .
16434,shame,When I take to represent my boss at a encounter .
16435,shame,When I had represent to my boss at . a meeting
16436,guilt,When I inadvertantly made some close friends and relatives feel  bad.
16437,guilt,When I inadvertantly made some faithful friends and relatives palpate bad .
16438,guilt,When I inadvertantly make some close friends and relatives experience bad .
16439,guilt,When I inadvertantly some made friends close and feel relatives bad .
16440,joy,When I passed an exam.
16441,joy,When I pass away an exam .
16442,joy,When I passed an exam .
16443,joy,When passed I an exam .
16444,fear,When they threatened me with a knife to take my money.
16445,fear,When they threatened pine tree state with a tongue to take my money .
16446,fear,When they threatened me with a tongue to strike my money .
16447,fear,When threatened they me with a to knife my take money .
16448,anger,When I failed an exam I thought I would pass.
16449,anger,When I die an test I thought I would pass .
16450,anger,When One give out an exam I thought I would pass .
16451,anger,I when an exam failed I thought I would pass .
16452,sadness,When my dog died.
16453,sadness,When my dog die .
16454,sadness,When my frank died .
16455,sadness,When dog my died .
16456,disgust,When I saw an accident where the man lost his head.
16457,disgust,When Atomic number 53 find out an accident where the man lost his head .
16458,disgust,When Single check an accident where the man lost his question .
16459,disgust,I when saw an where accident the man his lost head .
16460,shame,When I tripped while getting on a bus.
16461,shame,When I trip out while getting on a bus .
16462,shame,When I tripped while get on a bus .
16463,shame,I when tripped while getting a on bus .
16464,guilt,When I hurt a person's feelings.
16465,guilt,When Unity hurt a person ' s feelings .
16466,guilt,When I suffer a somebody ' s feelings .
16467,guilt,When I a hurt person s ' feelings .
16468,joy,"I had not seen my brother for five years as he was not in Spain.    When he arrived at the airport, I felt great joy."
16469,joy,"I had not see my brother for basketball team years as he was non in Kingdom of spain . When atomic number 2 arrived at the airport , I mat groovy joy ."
16470,joy,"Iodine had not date my sidekick for five years as he was non in Kingdom of spain . When he arrived at the aerodrome , I felt great joy ."
16471,joy,"I had not seen my brother for five years as was he not Spain in . When arrived he the at airport felt , I great joy ."
16472,fear,When two drug addicts tried to take away my money.
16473,fear,When 2 drug addicts tried to take away my money .
16474,fear,When two drug addicts tried to consume away my money .
16475,fear,When two drug addicts tried take to my away . money
16476,anger,When I saw my brother being attacked and I could not do anything.
16477,anger,When I assure my brother exist attacked and I could not do anything .
16478,anger,When One saw my pal being attacked and Iodin could not do anything .
16479,anger,When saw I my brother being attacked and could I not do anything .
16480,sadness,When a class-mate died.
16481,sadness,When a class - mate pall .
16482,sadness,When a category - ilex paraguariensis died .
16483,sadness,A when - class mate died .
16484,disgust,When a person saw that I was accused of something I had not done  and did not do anything to defend me.
16485,disgust,When a soul attend that I was accused of something I make non done and arrange not do anything to fight me .
16486,disgust,When a person saw that I personify accuse of something I had not suffice and did non do anything to fight down me .
16487,disgust,When a person saw that I was accused something of I not had done and not did do to anything . defend me
16488,shame,When inadvertantly I found myself in the ladies room.
16489,shame,When inadvertantly I notice myself in the noblewoman room .
16490,shame,When inadvertantly I find myself in the noblewoman room .
16491,shame,When inadvertantly I found myself in the room ladies .
16492,guilt,When I broke something and a friend of mine was blamed.
16493,guilt,When I broke something and a friend of mine be blame .
16494,guilt,When I go against something and a friend of mine was blamed .
16495,guilt,I when broke something and a friend was of mine blamed .
16496,joy,I got my driving licence after they had frightened me with it's  difficulty.
16497,joy,I stupefy my driving licence after they have scare me with it ' s difficulty .
16498,joy,Iodin got my driving license after they had frightened me with information technology ' s difficulty .
16499,joy,I got my driving licence after had they frightened me with ' it s difficulty .
16500,fear,"When I had to walk over three kms through a field which had wild bulls,  because my car had broken down."
16501,fear,"When I accept to walk over three kms through with a arena which had wild bulls , because my car sustain broken push down ."
16502,fear,"When I have to take the air over three kms through with a field of operations which had wild bulls , because my car had broken belt down ."
16503,fear,"When I had walk to over three kms a through field which had wild bulls , my car because had broken down ."
16504,anger,"When I saw a man hitting a child of 2 years without any consideration,  simply because the child had been leaning against a window."
16505,anger,"When I saw a man hitting a child of ii years without any consideration , simply because the kid have be leaning against a window ."
16506,anger,"When I see a man come to a minor of 2 years without any consideration , simply because the tike feature been be given against a window ."
16507,anger,"When I saw a man hitting a child 2 of years without consideration any simply , because the child had leaning been against a . window"
16508,sadness,A friend of mine who was driving a car ahead of me died in a  car accident.
16509,sadness,A friend of mine world health organization exist driving a car ahead of me died in a railroad car accident .
16510,sadness,A quaker of mine world health organization be driving a car ahead of maine died in a car accident .
16511,sadness,A friend of mine who was a driving ahead car of died me in a car accident .
16512,disgust,When I had to dissect a live mouse at school.
16513,disgust,When I had to dissect a alive computer mouse at schooling .
16514,disgust,When Iodin had to dissect a unrecorded mouse at school .
16515,disgust,When I had to dissect a live mouse at . school
16516,shame,When I was a child I had to recite a poem in a show at the end of  the term.
16517,shame,When I was a kid I had to recite a verse form in a show at the end of the term .
16518,shame,When One constitute a child I had to recite a verse form in a show at the end of the condition .
16519,shame,When I was I a child recite had to a in poem a show at the end of term the .
16520,guilt,"When I saw a program on Ethiopia on T.V, a fews hours earlier I  had thrown away some clothes and food."
16521,guilt,"When Atomic number 53 realize a program on Abyssinia on T . Quintuplet , a few hours earlier I sustain thrown away some clothes and food ."
16522,guilt,"When I see a program on Yaltopya on T . V , a fews time of day earlier Ace had thrown away some clothes and food ."
16523,guilt,"When I saw program a on Ethiopia on T V . , a fews I hours earlier had thrown clothes away and some food ."
16524,joy,When I saw that the mark I had obtained in an exam was a good  one.
16525,joy,When I discover that the mark I let obtained in an exam be a good 1 .
16526,joy,When 1 see that the deutschmark I had obtained in an exam be a good one and only .
16527,joy,When saw I mark that the I had in obtained an exam was a one good .
16528,fear,We were in the country and I walked away from the others one  night.  Suddenly something moved sharply in front of me and I was  not able to see what it was.
16529,fear,We constitute in the country and I walked away from the others one night . Suddenly something moved aggressively in forepart of me and 1 comprise not able bodied to see what it was .
16530,fear,We were in the country and I walked by from the others i dark . Short something moved precipitously in front of me and I constitute non able to see what it was .
16531,fear,Were we in country the and I away walked the from others one night Suddenly . something moved sharply front in of and I me not was able to what see it was .
16532,anger,"When I was young, I became very angry as I was not allowed to  stay up all night for the fair in my town."
16533,anger,"When I was young , One become very angry as I be not allowed to stay upwards all dark for the fair in my town ."
16534,anger,"When I was unseasoned , 1 became very angry as I was non allowed to stay up all nighttime for the fair in my townspeople ."
16535,anger,"When I was young , I became very as angry was I not allowed to stay all up for night the fair in my . town"
16536,sadness,When summer is over and I have to leave the town where I spend my  holidays.
16537,sadness,When summertime is over and I have to leave the ithiel town where I pass my holidays .
16538,sadness,When summertime live concluded and I throw to leave the town where I spend my holidays .
16539,sadness,When summer over and is I to have leave the town where I spend my holidays .
16540,disgust,When I saw several people washing their car with water from a  drain.
